timestamp,src_ip,dst_ip,dst_port,protocol,packets,bytes_sent
2026-03-31T19:34:29.586966+00:00,192.168.1.34,163.70.144.63,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,172.217.24.165,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,172.64.148.235,443,TCP,2,2400
2026-03-31T19:34:29.586966+00:00,192.168.1.34,172.66.164.239,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,18.97.36.62,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,18.97.36.73,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,20.249.115.185,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,208.103.161.2,443,TCP,2,2400
2026-03-31T19:34:29.586966+00:00,192.168.1.34,23.193.56.41,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,23.213.0.97,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,3.173.21.63,443,TCP,2,2400
2026-03-31T19:34:29.586966+00:00,192.168.1.34,4.190.204.124,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,4.213.25.242,443,TCP,2,2400
2026-03-31T19:34:29.586966+00:00,192.168.1.34,52.112.100.72,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,52.123.129.14,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,52.123.137.106,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,52.123.253.114,443,TCP,2,2400
2026-03-31T19:34:29.586966+00:00,192.168.1.34,52.123.253.97,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,52.168.117.170,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,52.182.143.209,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,57.144.177.32,5222,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,57.144.210.192,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,57.144.242.192,443,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,74.125.130.188,5228,TCP,1,1200
2026-03-31T19:34:29.586966+00:00,192.168.1.34,76.76.21.21,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,6327,TCP,11,13200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49669,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49670,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49671,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49672,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49683,TCP,5,6000
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49684,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49685,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49686,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49745,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,49749,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,53134,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,54042,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,54043,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,58035,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,58036,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,58223,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,58224,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,60472,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,60473,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,60499,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,61482,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64985,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64987,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64988,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64989,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64991,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64993,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64994,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64995,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64998,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,127.0.0.1,127.0.0.1,64999,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,103.10.124.4,27020,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,104.18.39.21,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,129.227.206.5,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,140.82.113.26,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,140.82.114.21,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,140.82.114.25,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,142.250.206.174,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,142.250.67.238,443,TCP,2,2400
2026-03-31T19:34:32.452931+00:00,192.168.1.34,142.251.220.110,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,148.113.35.154,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,151.101.1.55,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,151.101.1.91,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,163.70.144.5,443,TCP,2,2400
2026-03-31T19:34:32.452931+00:00,192.168.1.34,163.70.144.60,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,163.70.144.63,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,172.217.24.165,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,172.64.148.235,443,TCP,2,2400
2026-03-31T19:34:32.452931+00:00,192.168.1.34,172.66.164.239,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,18.97.36.62,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,18.97.36.73,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,20.249.115.185,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,208.103.161.2,443,TCP,2,2400
2026-03-31T19:34:32.452931+00:00,192.168.1.34,23.193.56.41,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,23.213.0.97,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,3.173.21.63,443,TCP,2,2400
2026-03-31T19:34:32.452931+00:00,192.168.1.34,4.190.204.124,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,4.213.25.242,443,TCP,2,2400
2026-03-31T19:34:32.452931+00:00,192.168.1.34,52.112.100.72,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,52.123.129.14,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,52.123.137.106,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,52.123.253.114,443,TCP,2,2400
2026-03-31T19:34:32.452931+00:00,192.168.1.34,52.123.253.97,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,52.168.117.170,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,52.182.143.209,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,57.144.177.32,5222,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,57.144.210.192,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,57.144.242.192,443,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,74.125.130.188,5228,TCP,1,1200
2026-03-31T19:34:32.452931+00:00,192.168.1.34,76.76.21.21,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,6327,TCP,11,13200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49669,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49670,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49671,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49672,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49683,TCP,5,6000
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49684,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49685,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49686,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49745,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,49749,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,53134,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,54042,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,54043,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,58035,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,58036,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,58223,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,58224,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,60472,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,60473,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,60499,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,61482,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64985,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64987,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64988,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64989,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64991,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64993,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64994,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64995,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64998,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,127.0.0.1,127.0.0.1,64999,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,103.10.124.4,27020,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,104.18.39.21,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,129.227.206.5,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,140.82.113.22,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,140.82.113.26,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,140.82.114.21,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,140.82.114.25,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,142.250.206.174,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,142.250.67.238,443,TCP,2,2400
2026-03-31T19:34:35.182284+00:00,192.168.1.34,142.251.220.110,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,148.113.35.154,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,151.101.1.55,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,151.101.1.91,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,163.70.144.5,443,TCP,2,2400
2026-03-31T19:34:35.182284+00:00,192.168.1.34,163.70.144.60,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,163.70.144.63,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,172.217.24.165,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,172.64.148.235,443,TCP,2,2400
2026-03-31T19:34:35.182284+00:00,192.168.1.34,172.66.164.239,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,18.97.36.62,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,18.97.36.73,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,20.249.115.185,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,208.103.161.2,443,TCP,2,2400
2026-03-31T19:34:35.182284+00:00,192.168.1.34,23.193.56.41,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,23.213.0.97,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,3.173.21.63,443,TCP,2,2400
2026-03-31T19:34:35.182284+00:00,192.168.1.34,4.190.204.124,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,4.213.25.242,443,TCP,2,2400
2026-03-31T19:34:35.182284+00:00,192.168.1.34,52.112.100.72,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,52.123.137.106,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,52.123.253.114,443,TCP,2,2400
2026-03-31T19:34:35.182284+00:00,192.168.1.34,52.123.253.97,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,52.168.117.170,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,52.182.143.209,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,57.144.177.32,5222,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,57.144.210.192,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,57.144.242.192,443,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,74.125.130.188,5228,TCP,1,1200
2026-03-31T19:34:35.182284+00:00,192.168.1.34,76.76.21.21,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,6327,TCP,11,13200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49669,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49670,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49671,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49672,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49683,TCP,5,6000
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49684,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49685,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49686,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49745,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,49749,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,53134,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,54042,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,54043,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,58035,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,58036,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,58223,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,58224,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,60472,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,60473,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,60499,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,61482,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64985,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64987,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64988,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64989,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64991,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64993,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64994,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64995,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64998,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,127.0.0.1,127.0.0.1,64999,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,103.10.124.4,27020,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,104.18.39.21,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,129.227.206.5,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,140.82.113.26,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,140.82.114.21,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,140.82.114.25,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,142.250.206.174,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,142.250.67.238,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,142.251.220.110,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,148.113.35.154,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,151.101.1.55,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,163.70.144.5,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,163.70.144.60,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,163.70.144.63,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,172.217.24.165,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,172.64.148.235,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,172.66.164.239,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,18.97.36.62,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,18.97.36.73,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,20.249.115.185,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,208.103.161.2,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,216.239.36.223,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,23.193.56.41,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,23.213.0.97,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,3.173.21.63,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,4.190.204.124,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,4.213.25.242,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,52.112.100.72,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,52.123.137.106,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,52.123.253.114,443,TCP,2,2400
2026-03-31T19:34:38.008723+00:00,192.168.1.34,52.123.253.97,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,52.168.117.170,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,52.182.143.209,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,57.144.177.32,5222,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,57.144.210.192,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,57.144.242.192,443,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,74.125.130.188,5228,TCP,1,1200
2026-03-31T19:34:38.008723+00:00,192.168.1.34,76.76.21.21,443,TCP,1,1200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,6327,TCP,11,13200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49669,TCP,1,1200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49670,TCP,1,1200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49671,TCP,1,1200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49672,TCP,1,1200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49683,TCP,5,6000
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49684,TCP,1,1200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49685,TCP,1,1200
2026-03-31T19:34:40.651596+00:00,127.0.0.1,127.0.0.1,49686,TCP,1,1200
